model,precision_at_5,recall_at_5,map_at_5,ndcg_at_5,precision_at_10,recall_at_10,map_at_10,ndcg_at_10,avg_query_latency_ms,avg_index_build_time_ms
all-MiniLM-L6-v2,0.8666666666666667,0.22378812636165576,1.0,0.8898600342122694,0.6833333333333332,0.29886982570806103,0.9888888888888889,0.7760412606215077,13.958333333333334,314.19
all-mpnet-base-v2,0.8333333333333334,0.2139842047930283,0.9916666666666667,0.865515309238485,0.7000000000000001,0.3190087145969499,0.971957671957672,0.785240110256486,238.965,1387.2699999999998
